checkpoint_step,proposal_seed,method,view,state_id,candidate_count,direct_selection_eligible,anchor_teacher,anchor_student,oracle_index,selected_index,oracle_lift,selected_lift,predicted_lift,selector_capture_raw,selector_capture_display,qw_qa_exploitation_gap,teacher_twin_directional_agreement,teacher_twin_pair_count,teacher_twin_disagreement_median,selected_twin_disagreement,oracle_twin_disagreement,random_candidate_twin_disagreement,qw_pairwise_accuracy,qw_pair_count,qw_spearman,qw_top1_agreement,latent_pairwise_rms,decoded_action_pairwise_rms,tanh_saturation_fraction,tanh_saturation_applicable,tanh_generated_candidate_fraction,scaled_boundary_or_outside_fraction,out_of_envelope_fraction,finite,model_family,teacher_kind
200000,1101,actor_local,fixed_state_mirror,2,16,1,101.7715835571289,113.49263000488281,12,12,10.709968566894531,10.709968566894531,2.3369216918945312,1.0,1.0,-8.373046875,0.625,120,3.2484703063964844,2.2995681762695312,2.2995681762695312,3.5153279304504395,0.6333333333333333,120,0.3764705882352941,1.0,2.868441470100269,0.7335554679784051,0.0546875,1,1.0,0.0546875,0.0,1,matched_dsrl_na,target_qa
200000,1101,actor_local,fixed_state_mirror,3,16,1,1605.1878662109375,1605.4998779296875,1,14,1.4541015625,-0.776123046875,0.6607666015625,-0.533747481531229,0.0,1.4368896484375,0.2833333333333333,120,2.0093994140625,2.4742431640625,0.7864990234375,2.5000991821289062,0.7,120,0.5529411764705883,0.0,2.626321189997059,0.8944107265571889,0.06510416666666667,1,1.0,0.06510416666666667,0.0,1,matched_dsrl_na,target_qa
200000,1101,actor_local,fixed_state_mirror,4,16,1,1447.971435546875,1426.8839111328125,0,10,0.0,-0.8812255859375,0.068115234375,0.0,0.0,0.9493408203125,0.85,120,1.37548828125,1.00146484375,1.3841552734375,1.4150314331054688,0.6083333333333333,120,0.3588235294117647,0.0,2.2207352290193003,0.6808350011979515,0.20052083333333334,1,1.0,0.20052083333333334,0.0,1,matched_dsrl_na,target_qa
200000,1101,actor_local,fixed_state_mirror,5,16,1,1532.2181396484375,1526.2249755859375,13,15,2.2886962890625,0.5855712890625,1.6778564453125,0.25585364552776146,0.25585364552776146,1.09228515625,0.7666666666666667,120,1.35931396484375,1.0941162109375,1.7073974609375,1.6260452270507812,0.5916666666666667,120,0.2735294117647059,0.0,2.554320803502529,0.536939904314286,0.06770833333333333,1,1.0,0.06770833333333333,0.0,1,matched_dsrl_na,target_qa
200000,1101,actor_local,fixed_state_mirror,6,16,1,914.6663208007812,900.4203491210938,11,2,0.34967041015625,-1.7613525390625,7.065673828125,-5.037179263396753,0.0,8.8270263671875,0.5583333333333333,120,5.495208740234375,7.94580078125,2.9888916015625,5.302562713623047,0.36666666666666664,120,-0.3352941176470588,0.0,2.0093484013209264,0.3433335277461148,0.3203125,1,1.0,0.3203125,0.0,1,matched_dsrl_na,target_qa
200000,1101,actor_local,fixed_state_mirror,7,16,1,40.93587875366211,38.225345611572266,1,12,4.690765380859375,3.2773895263671875,1.5649223327636719,0.6986897148470792,0.6986897148470792,-1.7124671936035156,0.4083333333333333,120,3.0984630584716797,4.428134918212891,0.51043701171875,3.694261074066162,0.75,120,0.6176470588235294,0.0,3.0634993390070937,0.7628135486306257,0.049479166666666664,1,1.0,0.049479166666666664,0.0,1,matched_dsrl_na,target_qa
200000,1101,actor_local,fixed_state_mirror,0,64,1,1428.574951171875,1419.7420654296875,18,14,0.8604736328125,-1.0030517578125,3.703857421875,-1.165697262022982,0.0,4.7069091796875,0.6592261904761905,2016,3.0054931640625,6.8388671875,1.70361328125,3.2920780181884766,0.5595238095238095,2016,0.14926739926739926,0.0,1.7059705075215494,0.42829496114451515,0.203125,1,1.0,0.203125,0.0,1,matched_dsrl_na,target_qa
200000,1101,actor_local,fixed_state_mirror,1,64,1,1736.2918701171875,1741.6109619140625,33,26,7.22509765625,2.996826171875,3.799560546875,0.4147800229776306,0.4147800229776306,0.802734375,0.6790674603174603,2016,5.34356689453125,5.33251953125,0.1873779296875,5.267890930175781,0.5942460317460317,2016,0.28406593406593406,0.0,3.0943244433257813,0.62872369203037,0.02734375,1,1.0,0.02734375,0.0,1,matched_dsrl_na,target_qa
200000,1101,actor_local,fixed_state_mirror,2,64,1,101.7715835571289,113.49263000488281,43,12,13.419410705566406,10.709968566894531,2.3369216918945312,0.7980952965730461,0.7980952965730461,-8.373046875,0.6339285714285714,2016,2.185565948486328,2.2995681762695312,0.04619598388671875,2.872964382171631,0.6383928571428571,2016,0.41295787545787543,0.0,2.885616140691373,0.6890732341175643,0.05859375,1,1.0,0.05859375,0.0,1,matched_dsrl_na,target_qa
200000,1101,actor_local,fixed_state_mirror,3,64,1,1605.1878662109375,1605.4998779296875,18,54,1.975341796875,1.1650390625,1.105224609375,0.5897911259424051,0.5897911259424051,-0.059814453125,0.3541666666666667,2016,2.30706787109375,1.647705078125,1.489990234375,3.001117706298828,0.6785714285714286,2016,0.509065934065934,0.0,2.7936096542883697,0.9695779753688939,0.06770833333333333,1,1.0,0.06770833333333333,0.0,1,matched_dsrl_na,target_qa
