checkpoint_step,method,view,candidate_count,state_count,proposal_seed_count,direct_selection_eligible,oracle_lift_mean,oracle_lift_median,selected_lift_mean,selected_lift_median,predicted_lift_mean,predicted_lift_median,selector_capture_raw_mean,selector_capture_raw_median,selector_capture_display_mean,selector_capture_display_median,qw_qa_exploitation_gap_mean,qw_qa_exploitation_gap_median,teacher_twin_directional_agreement_mean,teacher_twin_directional_agreement_median,teacher_twin_disagreement_median_mean,teacher_twin_disagreement_median_median,selected_twin_disagreement_mean,selected_twin_disagreement_median,oracle_twin_disagreement_mean,oracle_twin_disagreement_median,random_candidate_twin_disagreement_mean,random_candidate_twin_disagreement_median,qw_pairwise_accuracy_mean,qw_pairwise_accuracy_median,qw_spearman_mean,qw_spearman_median,qw_top1_agreement_mean,qw_top1_agreement_median,latent_pairwise_rms_mean,latent_pairwise_rms_median,decoded_action_pairwise_rms_mean,decoded_action_pairwise_rms_median,tanh_saturation_fraction_mean,tanh_saturation_fraction_median,tanh_saturation_applicable_mean,tanh_saturation_applicable_median,tanh_generated_candidate_fraction_mean,tanh_generated_candidate_fraction_median,scaled_boundary_or_outside_fraction_mean,scaled_boundary_or_outside_fraction_median,out_of_envelope_fraction_mean,out_of_envelope_fraction_median,oracle_lift_ci95_low,oracle_lift_ci95_high,selected_lift_ci95_low,selected_lift_ci95_high,selected_vs_random_twin_disagreement_ratio,oracle_lift_to_twin_disagreement_ratio
100000,g_mix,augmentation,32,512,4,1,8.46360608190298,3.47344970703125,0.40531210973858833,0.2070159912109375,4.145889046601951,3.2011871337890625,-1.660677054533184,-0.04195507589220674,0.22235178345648737,0.1932463011883429,3.740576936863363,2.9318695068359375,0.6786318742013125,0.6800958170413816,7.738283309852704,3.5666275024414062,7.788802716881037,3.2631378173828125,5.690909574739635,1.8083953857421875,8.402188240084797,4.199820041656494,0.6420574885542675,0.6622983870967742,0.3963375117014094,0.47626466275659823,0.037109375,0.0,3.9273180773216896,3.9414234630050418,0.91443940473972,0.8650348398250659,0.030696868896484375,0.017740885416666664,1.0,1.0,1.0,1.0,0.030696868896484375,0.017740885416666664,0.0,0.0,6.957253623497673,10.315528171206822,0.21675499975681306,0.6010507803177461,0.7769708666126001,0.9738750975967143
100000,g_mix,augmentation,64,512,4,1,9.975225520320237,4.017722129821777,0.42905177688226104,0.18731689453125,4.72097085043788,3.66412353515625,-0.5104261579744305,-0.038927554619666196,0.20132667646900138,0.16914816372022995,4.2919190735556185,3.3291015625,0.6774124016868148,0.6837177579365079,7.720928282244131,3.5741500854492188,7.837236828636378,3.4159088134765625,5.05781393032521,1.6136016845703125,8.419175942959555,4.0724945068359375,0.6399421970284954,0.6605282738095237,0.3958220324996559,0.47788517614230414,0.02392578125,0.0,3.935195308732352,3.9463332352223386,0.9158538582439376,0.8777676126692022,0.030687967936197914,0.017740885416666668,1.0,1.0,1.0,1.0,0.030687967936197914,0.017740885416666668,0.0,0.0,8.311612730100752,11.990421056118793,0.19640642820158974,0.6875741770607416,0.8387755484366511,1.1241056009870407
100000,g_prior_exact,augmentation,1,512,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.823845740407705,3.3719635009765625,7.823845740407705,3.3719635009765625,7.823845740407705,3.3719635009765625,7.823845740407705,3.3719635009765625,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.03857421875,0.010416666666666666,1.0,1.0,1.0,1.0,0.03857421875,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
100000,g_prior_exact,augmentation,2,512,4,0,2.4814642956480384,0.2540740966796875,0.018167778849601746,0.0,0.06113015115261078,0.0,0.0078125,0.0,0.0078125,0.0,0.04296237230300903,0.0,0.7021484375,0.75,9.44636124977842,4.944145202636719,7.8373346999287605,3.4219207763671875,7.450079483911395,3.3716888427734375,9.44636124977842,4.944145202636719,0.72802734375,0.75,0.4560546875,0.5,0.72802734375,0.75,5.777342329470947,5.754337079370371,1.3124453008020625,1.2225913952890832,0.03857421875,0.010416666666666666,1.0,1.0,0.5,0.5,0.18360392252604166,0.17708333333333334,0.15965779622395831,0.16145833333333331,1.8279280722606928,3.264445302961393,-0.012194962985813618,0.052429480105638505,0.6921157522926861,0.05138888245923471
100000,g_prior_exact,augmentation,4,512,4,0,5.302222708240151,1.1873626708984375,0.019184205681085587,0.0,0.10784708335995674,0.0,0.00035544070572100437,0.0,0.010044905089442266,0.0,0.08866287767887115,0.0,0.6852213541666667,0.7083333333333333,8.971821177750826,4.6727752685546875,7.826159704476595,3.3719635009765625,6.991383017972112,3.140380859375,9.878269866923802,5.106452941894531,0.6404622395833334,0.6666666666666666,0.33076171875000004,0.4,0.48779296875,0.5,6.373934079489297,6.368038272244995,1.424472744557499,1.3616760434570772,0.03857421875,0.010416666666666666,1.0,1.0,0.25,0.25,0.2552846272786458,0.2526041666666667,0.23841349283854166,0.23958333333333334,4.128961756895296,6.629918377869762,-0.0386247118934989,0.07769842622801659,0.6603338049612065,0.2541022417424527
100000,g_prior_exact,augmentation,8,512,4,0,8.61002621985972,2.452198028564453,0.06992347165942192,0.0,0.2324440418742597,0.0,-0.015694444870993453,0.0,0.015989503757072067,0.0,0.1625205702148378,0.0,0.6779345961474869,0.6875,8.977746558608487,4.783714294433594,7.844227135181427,3.4219207763671875,6.551120797172189,3.0281982421875,10.255671335209627,5.315196990966797,0.5986676897321428,0.6071428571428571,0.25509207589285715,0.2857142857142857,0.30810546875,0.25,6.666535984759443,6.667767301487082,1.4813164299216761,1.4325273697439447,0.03857421875,0.010416666666666666,1.0,1.0,0.125,0.125,0.2922261555989583,0.29166666666666663,0.2788340250651042,0.27864583333333337,6.8993698036065325,10.435887574404477,-0.013243613787926734,0.1650832520332187,0.6437994268477271,0.5126138137927405
100000,g_prior_exact,augmentation,16,512,4,0,12.12401044741273,3.93597412109375,0.13097223918884993,0.0,0.39821507362648845,0.0,-0.029534420831522135,0.0,0.02238402496736993,0.0,0.2672428344376385,0.0,0.6728124794839812,0.6708333333333334,8.955378539161757,4.632926940917969,7.873314339667559,3.38006591796875,6.510208438150585,2.9087371826171875,10.391021342278691,5.351253509521484,0.5790608723958334,0.5833333333333334,0.21757812499999998,0.23529411764705882,0.18701171875,0.0,6.79858026785252,6.8007108444491084,1.5084807338505368,1.4662924779104825,0.03857421875,0.010416666666666666,1.0,1.0,0.0625,0.0625,0.30941009521484375,0.3092447916666667,0.29782231648763025,0.2981770833333333,9.720240235468372,14.983764088340104,0.02001551752910018,0.2743201607372612,0.6316400282577903,0.8495653333816388
100000,g_prior_exact,augmentation,32,512,4,0,15.160939674824476,4.8605499267578125,0.1504025338217616,0.0,0.547048865351826,0.0,-0.03881105013886169,0.0,0.028830652299481733,0.0,0.39664633153006434,0.0,0.6699535241846387,0.6635584677419355,8.984554262133315,4.797882080078125,7.952999796718359,3.54022216796875,6.376189388334751,2.7170257568359375,10.523984346044017,5.514910191297531,0.5696967310453324,0.5710685483870968,0.19828572259750266,0.21100623167155425,0.10400390625,0.0,6.86418465524532,6.864773773270803,1.5193989597861273,1.481282980208385,0.03857421875,0.010416666666666666,1.0,1.0,0.03125,0.03125,0.31824239095052087,0.3180338541666667,0.3075739542643229,0.3076171875,12.360985016217455,18.67503207083791,0.021921442169696093,0.2827848991379141,0.6419365039806418,1.0130615645890713
100000,g_prior_exact,augmentation,64,512,4,0,17.93076504394412,6.3080596923828125,0.23147636000066996,0.0,0.7677578879520297,0.0,-0.048683821726936236,0.0,0.03363864763994662,0.0,0.5362815279513597,0.0,0.6663354574905392,0.6621604705778092,9.03570061782375,4.76336669921875,7.963427593931556,3.5662384033203125,6.07093211915344,2.579620361328125,10.58661209406091,5.503723576664925,0.5635540723438752,0.5655381944444444,0.18424068392357495,0.1913804945054945,0.056640625,0.0,6.895892414979263,6.893107065176174,1.5253554588156917,1.4761248607897743,0.03857421875,0.010416666666666666,1.0,1.0,0.015625,0.015625,0.3228241602579753,0.3230794270833333,0.3125292460123698,0.31266276041666663,14.69960944042541,21.496681500482367,-0.0415730936685577,0.6512005974305788,0.6479682988514724,1.324285970554694
100000,g_prior_exact,native_source,1,512,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.356627251952887,5.1459503173828125,10.356627251952887,5.1459503173828125,10.356627251952887,5.1459503173828125,10.356627251952887,5.1459503173828125,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3286539713541667,0.3229166666666667,0.3185221354166667,0.32291666666666663,0.0,0.0,0.0,0.0,1.0,0.0
100000,g_prior_exact,native_source,2,512,4,0,6.700616153422743,2.428375244140625,0.7093864143826067,0.0,18.667032605269924,8.230056762695312,0.25439453125,0.25,0.25439453125,0.25,17.957646190887317,7.686385631561279,0.6484375,0.75,10.71275200555101,5.53021240234375,10.716127491090447,5.018096923828125,9.12259985273704,4.432891845703125,10.71275200555101,5.53021240234375,0.53564453125,0.5,0.0712890625,0.0,0.53564453125,0.5,6.877104098937942,6.863820473021484,1.5018498777752813,1.4556131619240218,0.0,0.0,0.0,0.0,0.0,0.0,0.328643798828125,0.328125,0.31891886393229163,0.31770833333333337,5.617733129940461,7.898894521687179,-0.47762908537406473,1.8076226440025491,0.9073967794982728,0.43911066473892746
100000,g_prior_exact,native_source,4,512,4,0,12.939979673363268,5.349931716918945,2.507276676595211,0.885528564453125,32.42187504447065,15.230514526367188,-0.27275687909927443,0.25,0.34904960840644617,0.3114763679934577,29.914598367875442,14.00091552734375,0.6632649739583334,0.6666666666666666,9.678929291199893,5.119266510009766,10.287835576571524,4.9561920166015625,7.922048760578036,3.680779457092285,10.511465244810097,5.566541016101837,0.561328125,0.5833333333333333,0.1490801893388754,0.15000000000000002,0.3330078125,0.25,6.905648210065896,6.895504406438548,1.5160215901141458,1.466424873266621,0.0,0.0,0.0,0.0,0.0,0.0,0.3278045654296875,0.32552083333333337,0.31804402669270837,0.31770833333333337,11.045449482253753,14.959467800497077,1.0923348809359594,3.8865928037790574,0.8903539922305841,1.0450582532591646
100000,g_prior_exact,native_source,8,512,4,0,18.0194134125486,7.324920654296875,3.218184702564031,1.1972808837890625,45.05127585059381,21.17709970474243,-0.5575096199060873,0.13030604983152888,0.3462392201944721,0.322510205361467,41.83309114802978,18.608625531196594,0.6667112320188492,0.6696428571428571,9.319522024830803,4.934478759765625,10.755955673288554,5.170928955078125,7.090675370767713,3.2270069122314453,10.572269024152774,5.606828689575195,0.5571360108713623,0.5625,0.15060517757800812,0.1488095238095238,0.1953125,0.25,6.926195529684547,6.92863851237254,1.5273424886053324,1.486481792434489,0.0,0.0,0.0,0.0,0.0,0.0,0.32848612467447913,0.328125,0.3186492919921875,0.31901041666666663,15.356894896645098,20.793996951426376,1.7766206310596317,4.806843409256544,0.9222555639505197,1.4844365556950518
100000,g_prior_exact,native_source,16,512,4,0,22.623463426716626,8.901556968688965,4.722952356096357,1.57720947265625,54.197223786701215,24.812530517578125,-0.9169571832238889,0.06108819453107073,0.32382776313360473,0.3036244294324224,49.47427143060486,22.27825927734375,0.6670455975358894,0.6666666666666666,9.168957103975117,4.7888031005859375,10.176161561626941,5.257232666015625,6.647252242080867,2.8526458740234375,10.549320186750265,5.507018744945526,0.5582735633315826,0.5604166666666667,0.16192321916090635,0.1698529411764706,0.099609375,0.0,6.927931517876505,6.926365933487962,1.5316014982024404,1.4855889996369842,0.0,0.0,0.0,0.0,0.0,0.0,0.32754007975260413,0.3268229166666667,0.3177299499511719,0.3177083333333333,19.220864650281147,26.441442150063807,3.1495536392903887,6.488975247601046,0.9546422319409824,1.8588270976519807
100000,g_prior_exact,native_source,32,512,4,0,26.199646913446486,10.239486694335938,5.691247146110982,1.5501251220703125,62.023505850549554,27.942794799804688,-0.8976195195182061,0.025195791990793158,0.30120700557364705,0.28625049409887215,56.33225870443857,25.344225883483887,0.6668652268176982,0.6590221774193548,9.070044389925897,4.801418304443359,9.850188868585974,5.050048828125,6.258708953857422,2.7573089599609375,10.603133768279804,5.55491778254509,0.5592599699108016,0.5592237903225806,0.1694123915545482,0.1739827712609971,0.0546875,0.0,6.928527486190395,6.9298317590558085,1.5309143239697312,1.4867028602828796,0.0,0.0,0.0,0.0,0.0,0.0,0.32730738321940106,0.3271484375,0.31752777099609375,0.3177083333333333,22.195255918079056,30.413684232672672,4.086309836560394,7.626573534263295,0.9091131544725087,2.1325962549149375
100000,g_prior_exact,native_source,64,512,4,0,29.323812765069306,11.560067176818848,6.778004695195705,1.7290496826171875,68.3782783926872,30.994646072387695,-0.34326940836582953,0.044103655714078385,0.2897206681304514,0.27032987400801733,61.6002736974915,28.00017261505127,0.6647246540368703,0.6599702380952381,9.090355689171702,4.808692932128906,10.043333004694432,5.003662109375,5.9852646654471755,2.554229736328125,10.626186805178804,5.551491856575012,0.5583022080978924,0.5589037698412698,0.16961493513857412,0.17558699974321113,0.033203125,0.0,6.927977803980947,6.925335111496416,1.531051235047333,1.4819925126935907,0.0,0.0,0.0,0.0,0.0,0.0,0.32735665639241535,0.32747395833333337,0.31750615437825525,0.31754557291666663,25.14586673411541,34.31663440747652,4.6409541423083285,8.958456973324063,0.9013184633332065,2.4039936298658544
300000,g_current,augmentation,1,512,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.099204801488668,3.9090118408203125,9.099204801488668,3.9090118408203125,9.099204801488668,3.9090118408203125,9.099204801488668,3.9090118408203125,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04176839192708333,0.010416666666666666,1.0,1.0,1.0,1.0,0.04176839192708333,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
300000,g_current,augmentation,2,512,4,1,1.2928780652582645,0.72705078125,-0.006150124594569206,0.0,1.2270894111134112,0.8887481689453125,0.24169921875,0.25,0.24169921875,0.25,1.2332395357079804,0.7274169921875,0.6083984375,0.5,9.129200509516522,3.937424659729004,9.15854506706819,3.9493560791015625,8.435807639267296,3.226165771484375,9.129200509516522,3.937424659729004,0.505859375,0.5,0.01171875,0.0,0.505859375,0.5,1.825317434759489,1.9662619160776702,0.4099201702004488,0.3923422704699199,0.04200236002604167,0.010416666666666666,1.0,1.0,1.0,1.0,0.04200236002604167,0.010416666666666666,0.0,0.0,1.1118318277411163,1.5119433710817247,-0.18226438127458094,0.1601551830768582,1.0030302597265137,0.18465135058610616
300000,g_current,augmentation,4,512,4,1,2.304991581477225,1.46319580078125,0.11076364712789655,0.06585693359375,2.117951460648328,1.614823341369629,-0.645496104076897,0.1584794139147566,0.2881569803444262,0.25,2.0071878135204315,1.3957977294921875,0.6104166666666666,0.625,9.108368707122281,3.8106307983398438,9.136968966573477,3.809295654296875,7.99520042585209,2.699981689453125,9.157412004307844,3.8384361267089844,0.5193684895833334,0.5,0.05,0.05,0.26220703125,0.25,1.835385663841365,1.9746108111703142,0.41598888296175235,0.4020938221043449,0.04254659016927083,0.013020833333333332,1.0,1.0,1.0,1.0,0.04254659016927083,0.013020833333333332,0.0,0.0,2.050625448091887,2.5880430520977824,-0.07105110873235389,0.28098384634358775,0.9924082435006951,0.38397731982293126
300000,g_current,augmentation,8,512,4,1,3.1782590518705547,2.0190582275390625,0.26144497049972415,0.1953277587890625,2.8612469737417996,2.179107666015625,-1.0515352731423495,0.08115784081392083,0.2909952291569637,0.2591815986532096,2.5998020032420754,1.754425048828125,0.613014503761574,0.6160714285714286,9.08590193791315,3.5994415283203125,8.991299342364073,3.81689453125,7.530538713559508,2.3204345703125,9.157917619246291,3.771953582763672,0.5277655061590609,0.5267857142857143,0.07598691046898376,0.08333333333333333,0.14794921875,0.0,1.8397403001877226,1.9880676259904095,0.4178907299706728,0.4082207881700598,0.042877197265625,0.013020833333333332,1.0,1.0,1.0,1.0,0.042877197265625,0.013020833333333332,0.0,0.0,2.8672897538170217,3.5132117019849827,0.0753601151984185,0.45901058492017904,1.0119145019948523,0.5609365263064185
300000,g_current,augmentation,16,512,4,1,3.8829253665171564,2.6217193603515625,0.29797162069007754,0.1891632080078125,3.4475059332326055,2.6519012451171875,-0.9380485946657294,-0.059887611257933474,0.26113241750155386,0.2371327919545979,3.149534312542528,2.2558135986328125,0.6164695419183299,0.621875,9.106193375308067,3.6326522827148438,9.128749798983335,3.758087158203125,7.285625567659736,2.0976715087890625,9.18207289937709,3.853506088256836,0.5256109670430672,0.5270833333333333,0.07352811201414114,0.07830882352941179,0.07373046875,0.0,1.839388570334513,1.99456579468924,0.4189586166067718,0.40781600355285386,0.04315312703450521,0.013020833333333332,1.0,1.0,1.0,1.0,0.04315312703450521,0.013020833333333332,0.0,0.0,3.531369605252985,4.252784191432875,0.04963719187071547,0.5410625905962659,0.9752384120153618,0.7217094167879547
